,,,,,,0.04285534,0.02677725,0.02639008, 
,,,,,,0.0349624,0.06005433,0.04803157, 
,,,,,,0.04032278,0.09145493,0.05010378, 
,,,,,,0.04004091,0.09945821,0.04769266, 
,,,,,,0.05417232,0.1512036,0.0605557, 
,,,,,,0.04978205,0.1569744,0.05135012, 
,,,,,,0.05323705,0.1654313,0.05549526, 
,,,,,,0.05574503,0.184157,0.05550277, 
,,,,,,0.05418321,0.1908397,0.05112386, 
,,,,,,0.05653499,0.2253889,0.0470798, 
,,,,,,0.02325531,-0.0004044175,-0.01287067, 
,,,,,,0.05315166,0.01163383,-0.02263486, 
,,,,,,0.06800543,0.04470409,0.001488924, 
,,,,,,0.07507059,0.05419602,-0.03207803, 
,,,,,,0.08318561,0.09117246,-0.003539681, 
,,,,,,0.07417572,0.08290049,0.02135038, 
,,,,,,0.05037147,0.09559858,0.04481256, 
,,,,,,0.07498579,0.08918577,0.02129638, 
,,,,,,0.06683373,0.094296,0.02043903, 
,,,,,,0.07914742,0.1019862,-0.001080275, 
,,,,,,0.06745061,0.09815587,0.02061868, 
,,,,,,0.06855597,0.1067324,0.02054489, 
,,,,,,0.04977863,0.1060462,0.03087389, 
,,,,,,0.06883638,0.108908,0.02052617, 
,,,,,,0.05448969,0.1429616,0.03574145, 
,,,,,,0.06270822,0.1525597,0.03180254, 
,,,,,,0.07813039,0.1326939,0.01060653, 
,,,,,,0.08102656,0.1504101,-0.02934599, 
,,,,,,0.0810561,0.1014706,-0.0324254, 
,,,,,,0.07803192,0.1938444,-0.02497327, 
,,,,,,0.06939449,0.1721596,0.0292927, 
,,,,,,0.07026847,0.2177527,0.0297401, 
,,,,,,0.05853574,0.164363,0.05441189, 
,,,,,,0.006110728,0.03169025,0.04699385, 
,,,,,,0.0349624,0.06005433,0.04803157, 
,,,,,,0.04032278,0.09145493,0.05010378, 
,,,,,,0.04004091,0.09945821,0.04769266, 
,,,,,,0.05417232,0.1512036,0.0605557, 
,,,,,,0.04978205,0.1569744,0.05135012, 
,,,,,,0.05264018,0.1750719,0.05213201, 
,,,,,,0.05537778,0.1883484,0.05384839, 
,,,,,,0.0538603,0.1964917,0.0492003, 
,,,,,,0.05533731,0.2283323,0.04424202, 
,,,,,,-0.02256986,0.005722702,0.01282489, 
,,,,,,-0.04335573,0.02453749,0.03147972, 
,,,,,,-0.0238561,0.05698657,0.05299842, 
,,,,,,-0.05374674,0.07141973,0.04015362, 
,,,,,,-0.02636977,0.1058207,0.05789137, 
,,,,,,-0.00256341,0.09316101,0.06438029, 
,,,,,,0.03166457,0.09809981,0.05530214, 
,,,,,,-0.001753345,0.09944629,0.06432629, 
,,,,,,0.002636246,0.1028796,0.05643642, 
,,,,,,-0.02010527,0.1152569,0.05457366, 
,,,,,,0.003253117,0.1067395,0.05661619, 
,,,,,,0.004358485,0.115316,0.0565424, 
,,,,,,0.02232576,0.1097168,0.04626751, 
,,,,,,0.004638895,0.1174917,0.05652368, 
,,,,,,0.03147152,0.1460393,0.04864848, 
,,,,,,0.02596361,0.1574727,0.05240643, 
,,,,,,-0.003594682,0.1436211,0.05643225, 
,,,,,,-0.0351202,0.1659397,0.03578103, 
,,,,,,-0.04755004,0.1186661,0.03968799, 
,,,,,,-0.02122077,0.2071151,0.03068066, 
,,,,,,0.02443395,0.1781711,0.05450344, 
,,,,,,0.03352385,0.2226657,0.05034387, 
,,,,,,0.04945517,0.1655772,0.05950356, 
,,,,,,0.0703506,0.09788445,0.01481664, 
,,,,,,0.07154572,0.1071573,0.01473689, 
,,,,,,-0.003138624,0.1077104,0.05602419, 
,,,,,,-0.001943506,0.1169833,0.05594444, 
,,,,,,0.0615868,0.09905623,0.01973081, 
,,,,,,0.06278192,0.1083291,0.01965106, 
,,,,,,0.005625181,0.1065387,0.05111015, 
,,,,,,0.006820299,0.1158115,0.0510304, 
,,,,,,0.05905787,0.1502325,0.04943001, 
,,,,,,0.0421638,0.1524913,0.05890298, 
,,,,,,0.04106939,0.0992943,0.04404664, 
,,,,,,0.03642352,0.09991548,0.04665172, 
,,,,,,0.06067776,0.1660085,0.04192066, 
,,,,,,0.03819749,0.1690143,0.05452597, 
,,,,,,0.05858753,0.1734473,0.04172814, 
,,,,,,0.04057604,0.1758555,0.05182767, 
,,,,,,0.05814415,0.1742381,0.04074883, 
,,,,,,0.04013266,0.1766463,0.05084836, 
,,,,,,0.06195138,0.1801214,0.0408268, 
,,,,,,0.03947112,0.1831272,0.05343211, 
,,,,,,0.05305254,0.1740404,0.05311334, 
,,,,,,0.06316689,0.1722635,0.02877951, 
,,,,,,0.02714391,0.17708,0.04897869, 
,,,,,,0.07938074,0.1751571,0.01392734, 
,,,,,,0.007097043,0.1848219,0.05445898, 
,,,,,,0.04772675,0.121135,0.03992367, 
,,,,,,0.03400032,0.1229703,0.04762042, 
,,,,,,0.04318234,0.1168845,0.04913974, 
,,,,,,0.07279411,0.09638514,0.009747624, 
,,,,,,-0.008930974,0.1073123,0.05557334, 
,,,,,,0.07302778,0.09819821,0.009732127, 
,,,,,,-0.008697301,0.1091254,0.05555773, 
,,,,,,0.07396248,0.1054505,0.009669662, 
,,,,,,-0.007762603,0.1163776,0.05549538, 
,,,,,,0.07345545,0.1066116,0.008488655, 
,,,,,,-0.00826963,0.1175388,0.05431426, 
,,,,,,0.05737422,0.09849848,0.0243932, 
,,,,,,0.01154905,0.1046256,0.05008876, 
,,,,,,0.0576079,0.1003115,0.02437758, 
,,,,,,0.01178272,0.1064387,0.05007315, 
,,,,,,0.05854259,0.1075638,0.02431524, 
,,,,,,0.01271742,0.1136909,0.0500108, 
,,,,,,0.05803558,0.108725,0.02313411, 
,,,,,,0.0122104,0.1148521,0.04882967, 
,,,,,,0.06104046,0.1554403,0.0416888, 
,,,,,,0.03569935,0.1588286,0.05589831, 
,,,,,,-0.0601759,0.1688434,-0.002069235, 
,,,,,,-0.07271134,0.1215839,0.001896977, 
,,,,,,-0.07760636,0.0752701,0.00170207, 
,,,,,,-0.09224907,0.1237763,-0.03597796, 
,,,,,,0.06230613,0.1524668,-0.07074857, 
,,,,,,0.06244126,0.1035131,-0.07388711, 
,,,,,,0.05543448,0.05748168,-0.07289791, 
,,,,,,0.04079176,0.1059878,-0.1105779, 
,,,,,,0,0,0, 
,,,,,,-0.007892936,0.03327708,0.02164149, 
,,,,,,-0.002532553,0.06467768,0.02371371, 
,,,,,,-0.002814423,0.07268096,0.02130258, 
,,,,,,0.01131698,0.1244264,0.03416562, 
,,,,,,0.006926708,0.1301972,0.02496004, 
,,,,,,0.01038172,0.138654,0.02910519, 
,,,,,,0.01288969,0.1573797,0.0291127, 
,,,,,,0.01132787,0.1640624,0.02473378, 
,,,,,,0.01367965,0.1986116,0.02068973, 
,,,,,,-0.01960003,-0.02718167,-0.03926075, 
,,,,,,0.01029633,-0.01514342,-0.04902494, 
,,,,,,0.02515009,0.01792684,-0.02490115, 
,,,,,,0.03221525,0.02741876,-0.0584681, 
,,,,,,0.04033028,0.0643952,-0.02992976, 
,,,,,,0.03132038,0.05612323,-0.005039692, 
,,,,,,0.007516135,0.06882133,0.01842248, 
,,,,,,0.03213045,0.06240851,-0.005093694, 
,,,,,,0.02397839,0.06751875,-0.005951047, 
,,,,,,0.03629208,0.07520896,-0.02747035, 
,,,,,,0.02459527,0.07137862,-0.005771399, 
,,,,,,0.02570063,0.0799551,-0.005845189, 
,,,,,,0.006923292,0.07926895,0.004483819, 
,,,,,,0.02598104,0.08213078,-0.005863905, 
,,,,,,0.01163436,0.1161843,0.009351373, 
,,,,,,0.01985288,0.1257825,0.005412459, 
,,,,,,0.03527506,0.1059167,-0.01578355, 
,,,,,,0.03817122,0.1236329,-0.05573606, 
,,,,,,0.03820077,0.07469336,-0.05881548, 
,,,,,,0.03517658,0.1670671,-0.05136335, 
,,,,,,0.02653916,0.1453824,0.002902627, 
,,,,,,0.02741313,0.1909755,0.003350019, 
,,,,,,0.0156804,0.1375858,0.02802181, 
,,,,,,-0.03674461,0.004913002,0.02060378, 
,,,,,,-0.007892936,0.03327708,0.02164149, 
,,,,,,-0.002532553,0.06467768,0.02371371, 
,,,,,,-0.002814423,0.07268096,0.02130258, 
,,,,,,0.01131698,0.1244264,0.03416562, 
,,,,,,0.006926708,0.1301972,0.02496004, 
,,,,,,0.009784844,0.1482946,0.02574193, 
,,,,,,0.01252245,0.1615711,0.02745831, 
,,,,,,0.01100496,0.1697144,0.02281022, 
,,,,,,0.01248197,0.2015551,0.01785195, 
,,,,,,-0.0654252,-0.02105455,-0.01356518, 
,,,,,,-0.08621106,-0.002239764,0.005089641, 
,,,,,,-0.06671143,0.03020932,0.02660835, 
,,,,,,-0.09660207,0.04464248,0.01376355, 
,,,,,,-0.0692251,0.07904347,0.03150129, 
,,,,,,-0.04541875,0.06638376,0.03799021, 
,,,,,,-0.01119077,0.07132256,0.02891207, 
,,,,,,-0.04460868,0.07266904,0.03793621, 
,,,,,,-0.04021909,0.07610237,0.03004634, 
,,,,,,-0.0629606,0.08847969,0.02818358, 
,,,,,,-0.03960222,0.07996225,0.03022611, 
,,,,,,-0.03849685,0.08853872,0.03015232, 
,,,,,,-0.02052958,0.08293959,0.01987743, 
,,,,,,-0.03821644,0.0907144,0.03013361, 
,,,,,,-0.01138382,0.119262,0.0222584, 
,,,,,,-0.01689173,0.1306954,0.02601635, 
,,,,,,-0.04645002,0.1168438,0.03004217, 
,,,,,,-0.07797553,0.1391625,0.00939095, 
,,,,,,-0.09040538,0.09188884,0.01329792, 
,,,,,,-0.0640761,0.1803378,0.004290581, 
,,,,,,-0.01842139,0.1513939,0.02811337, 
,,,,,,-0.009331487,0.1958885,0.0239538, 
,,,,,,0.006599832,0.1387999,0.03311348, 
,,,,,,0.02749527,0.07110719,-0.01157343, 
,,,,,,0.02869038,0.08038003,-0.01165318, 
,,,,,,-0.04599396,0.08093318,0.02963412, 
,,,,,,-0.04479884,0.09020602,0.02955437, 
,,,,,,0.01873146,0.07227898,-0.006659269, 
,,,,,,0.01992658,0.08155181,-0.00673902, 
,,,,,,-0.03723016,0.07976141,0.02472007, 
,,,,,,-0.03603504,0.08903424,0.02464032, 
,,,,,,0.01620253,0.1234552,0.02303994, 
,,,,,,-0.0006915405,0.1257141,0.0325129, 
,,,,,,-0.001785945,0.07251704,0.01765656, 
,,,,,,-0.006431818,0.07313823,0.02026165, 
,,,,,,0.01782242,0.1392313,0.01553059, 
,,,,,,-0.00465785,0.142237,0.0281359, 
,,,,,,0.01573219,0.14667,0.01533806, 
,,,,,,-0.0022793,0.1490783,0.02543759, 
,,,,,,0.01528881,0.1474608,0.01435876, 
,,,,,,-0.002722673,0.1498691,0.02445829, 
,,,,,,0.01909605,0.1533442,0.01443672, 
,,,,,,-0.003384221,0.1563499,0.02704203, 
,,,,,,0.0101972,0.1472631,0.02672327, 
,,,,,,0.02031156,0.1454862,0.002389431, 
,,,,,,-0.01571142,0.1503027,0.02258861, 
,,,,,,0.03652541,0.1483798,-0.01246274, 
,,,,,,-0.03575829,0.1580446,0.0280689, 
,,,,,,0.004871413,0.09435776,0.01353359, 
,,,,,,-0.008855019,0.09619307,0.02123034, 
,,,,,,0.000327006,0.09010722,0.02274966, 
,,,,,,0.02993877,0.06960789,-0.01664245, 
,,,,,,-0.05178631,0.08053507,0.02918327, 
,,,,,,0.03017244,0.07142095,-0.01665795, 
,,,,,,-0.05155264,0.08234813,0.02916765, 
,,,,,,0.03110714,0.07867321,-0.01672041, 
,,,,,,-0.05061794,0.08960038,0.02910531, 
,,,,,,0.03060012,0.07983438,-0.01790142, 
,,,,,,-0.05112497,0.09076156,0.02792418, 
,,,,,,0.01451889,0.07172123,-0.001996875, 
,,,,,,-0.03130629,0.07784835,0.02369869, 
,,,,,,0.01475256,0.07353429,-0.002012491, 
,,,,,,-0.03107262,0.07966141,0.02368307, 
,,,,,,0.01568726,0.08078654,-0.002074838, 
,,,,,,-0.03013792,0.08691367,0.02362072, 
,,,,,,0.01518024,0.08194771,-0.003255963, 
,,,,,,-0.03064494,0.08807484,0.0224396, 
,,,,,,0.01818513,0.1286631,0.01529872, 
,,,,,,-0.007155985,0.1320513,0.02950823, 
,,,,,,-0.1030312,0.1420662,-0.02845931, 
,,,,,,-0.1155667,0.09480667,-0.0244931, 
,,,,,,-0.1204617,0.04849285,-0.02468801, 
,,,,,,-0.1351044,0.096999,-0.06236804, 
,,,,,,0.01945079,0.1256896,-0.09713864, 
,,,,,,0.01958592,0.07673589,-0.1002772, 
,,,,,,0.01257914,0.03070442,-0.09928799, 
,,,,,,-0.00206358,0.07921058,-0.136968, 
,,,,,,0.007892936,-0.03327708,-0.02164149, 
,,,,,,0,0,0, 
,,,,,,0.005360384,0.0314006,0.002072215, 
,,,,,,0.005078513,0.03940388,-0.000338912, 
,,,,,,0.01920992,0.09114929,0.01252413, 
,,,,,,0.01481964,0.09692011,0.003318548, 
,,,,,,0.01827465,0.1053769,0.007463694, 
